,Country,Gender Inequality Index,IDCNTRY,IDSCHOOL,IDCLASS,IDSTUD,sex of student,how often student speak the language of the test at home,amount of books at home,computer or tablet at home,study desk at home,own room at home,internet connection at home,how often student is tired,how often student is hungry,how often student works on his/her own in math,how often conduct experiments in science,economic disadvantage,immediate area of school location,instructional days per year,total instructional time minutes,instructional days in 1 calender week,total number computers,existing science laboratory,books with different titles,access to digital learning resources,math,science,math_interest,math_perception,math_teacher,science_interest,science_perception,science_teacher,belong,bully,shortage,primary_compedency,school_problem,teacher_support,parents_support,student_motivation,grade_4,grade_8,Human Development Index (HDI),Life expectancy at birth,Expected years of schooling,Mean years of schooling,Gross national income (GNI) per capita,HDI rank,Gender Development Index,GDI Group,HDI Female,HDI Male,Life expectancy at birth Female,Life expectancy at birth Male,Expected years of schooling Female,Expected years of schooling Male,Mean years of schooling Female,Mean years of schooling Male,Estimated  gross national income per capita,GNI Male,Maternal mortality ratio,Adolescent birth rate,Share of seats in parliament held by women,Share at least some secondary education Female,Share at least some secondary education Male,Labour force participation rate Female,Labour force participation rate Male,Youth literacy rate Female,Youth literacy rate Male,Population with at least some secondary education,Pre-primary,Primary,Secondary,Tertiary,Primary school dropout rate,Lower secondary retention,Government expenditure on education,Exports and imports,Stock of immigrants,International student mobility,International inbound tourists,Share of internet users,Share of female internet users,Lost health expectancy,"Physicians per 10,000 people","Hospital beds per 10,000 people","Pupil–teacher ratio, primary school",Primary schools with access to the Internet,Secondary schools with access to the Internet,PISA Reading,PISA Math,PISA Science,Share of vulnerable employment,Share of rural population with access to electricity,Share of population with safe drinking water,Share of population with sanitation services
33106,Portugal,0.075,620.0,5164.0,516409.0,51640911.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,3.0,2.0,2.0,3.0,168.0,270.0,3.0,6.0,1.0,2.0,1.0,470.32563,374.43796,-1.3293995937128,2.472714100260476,0.5515337340904384,4.073796926742967,1.24207306414852,5.197522038180815,-1.4699936601422654,-0.3686546891453036,-0.1241891983130451,4.758211645235168,0.07427149422396499,-1.4176424897481823,-1.2436675194617528,0.07584179509326801,yes,yes,0.8640000000000001,82.05,16.53579,9.26347,33966.827560000005,38.0,0.9883174104291926,1.0,0.8582876104996814,0.8684331586620094,84.853,79.032,16.47511,16.59802,9.36642,9.14325,28937.201157333253,39571.33834895912,8.0,8.38,38.69565217,53.86539000000001,54.81408,54.195,64.082,99.70156,99.62657,54.30303000000001,93.88086,106.18313,119.91319,63.93581,No Information,No Information,4.88294,87.64121,8.685172685,2.35039,16186.0,74.661,73.0328,14.082686423083048,51.24,34.5,12.35346,100.0,100.0,491.8007851,492.4874062,491.6773285,11.848,100.0,95.0,85.0
41855,South Africa,0.406,710.0,5274.0,527402.0,52740231.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,3.0,4.0,5.0,193.0,390.0,3.0,0.0,2.0,1.0,2.0,321.52126,319.69895,-2.3835660993161785,-1.6868109424282858,-1.3057409443139285,-2.0440221580097737,-2.2148863152751384,-1.3359162028927056,-1.4699936601422654,-0.7644320730800656,0.42401933857462,-3.884698338087424,5.92684355591897,1.4893179070931792,5.575758016504587,1.7107762893875955,yes,yes,0.7090000000000001,64.13,13.7912,10.24064634,12129.23006,115.0,0.9863821495061936,1.0,0.7020923195480617,0.7117853054209727,67.679,60.726000000000006,14.176279999999998,13.410810000000001,10.03064,10.29088,9247.750648454106,15094.546275607783,119.0,67.908,45.33333333,74.97650898,78.20732748,49.61,62.748999999999995,96.87589,93.75609,75.47826427,24.61863,100.86473000000001,104.69798,22.36603,20.30305,93.48155,6.15899,59.20454,7.213765024,3.3392,10472.0,56.1674,No Information,13.765223595311305,9.054,23.0,30.3322,No Information,No Information,No Information,No Information,No Information,10.298,89.59881999999999,No Information,No Information
32047,Portugal,0.075,620.0,5006.0,500606.0,50060607.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,3.0,1.0,3.0,167.0,300.0,3.0,20.0,1.0,2.0,1.0,638.65714,602.6421,0.233291935423234,0.215612192622885,-1.3057409443139285,-1.2061336105929343,0.0042845941421368,-1.3359162028927056,0.7131445064981454,-0.7753207562674185,-2.8795715980281846,2.6972344499446868,0.4798486096950481,-1.4097331885079336,-1.7738085309576093,-0.6717767916423836,yes,yes,0.8640000000000001,82.05,16.53579,9.26347,33966.827560000005,38.0,0.9883174104291926,1.0,0.8582876104996814,0.8684331586620094,84.853,79.032,16.47511,16.59802,9.36642,9.14325,28937.201157333253,39571.33834895912,8.0,8.38,38.69565217,53.86539000000001,54.81408,54.195,64.082,99.70156,99.62657,54.30303000000001,93.88086,106.18313,119.91318999999999,63.93581,No Information,No Information,4.88294,87.64121,8.685172685,2.35039,16186.0,74.661,73.0328,14.082686423083048,51.24,34.5,12.35346,100.0,100.0,491.8007851,492.4874062,491.6773285,11.848,100.0,95.0,85.0
12881,Finland,0.047,246.0,5103.0,510305.0,51030510.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,3.0,188.0,216.0,3.0,30.0,2.0,2.0,1.0,537.06358,577.2547599999998,2.413848456901542,-0.1121768477990216,0.2762158333920807,2.182371603137695,0.4656192467491579,2.144430061727676,-0.3547279675640542,-1.7402330024730128,0.0516722895851714,-1.3973756049983337,-0.276624015933765,0.0181006465050284,-1.2230738665078904,-0.6717767916423836,yes,yes,0.938,81.91,19.39712,12.82413,48511.3978,11.0,0.9899190976379478,1.0,0.9324888493432364,0.9419849072194424,84.71799999999998,79.09100000000002,20.20295,18.62983,12.99106,12.64766,40758.7551517039,56485.02918287682,3.0,5.813,47.0,100.0,100.0,55.542,62.773,No Information,No Information,100.0,83.58174,100.15464,153.96358,88.19783000000002,0.19134,99.85605,6.89735,79.46667,6.925256627,4.48993,3224.0,88.89,87.6452,14.081805662474068,38.118,36.1,13.666879999999999,100.0,100.0,520.0787482,507.3013618,521.884563,9.585,100.0,100.0,99.0
17365,Georgia,0.331,268.0,5142.0,514204.0,51420408.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,4.0,1.0,170.0,200.0,3.0,25.0,1.0,2.0,1.0,425.70363,478.71995,1.972127105946454,-0.4202945238851171,-0.7015389024780214,0.15473754934227898,2.348987683129593,-0.4276514455374954,2.9536017370147105,-1.3623251237272709,-2.020051852613304,3.735982369322687,-2.2570569778172302,0.0181006465050284,-1.2230738665078904,-0.6717767916423836,yes,yes,0.812,73.77,15.27506,13.13296,14428.79984,63.0,0.9795443902116028,1.0,0.8000559453284734,0.816763337448795,78.14,69.34899999999999,15.53048,15.04899,13.16372,13.09626,9475.46215876198,19863.70014129176,25.0,46.408,14.76510067,97.22793,98.55128227,57.423,80.84100000000002,99.49365,99.76825,97.95188,No Information,98.63084,105.97872,63.9155,1.04408,98.39146,3.84974,116.8685,1.977474282,-2.31819,4757.0,63.9686,62.583,12.143258429300586,71.20100000000001,28.9,8.98194,100.0,100.0,379.75254060000003,397.58635530000004,382.6636063,49.084,100.0,80.0,27.0
58697,United States,0.204,840.0,5188.0,518801.0,51880126.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,174.0,310.0,3.0,54.0,2.0,2.0,1.0,512.50353,438.27405,-2.3835660993161785,-2.7110395522918727,-0.7291293247616428,4.5430453449040185,3.640643617580571,1.2384739344435811,5.7494858179208,-0.7958201726816373,1.3735950324327495,-2.391227330048081,2.6249903632065097,3.5976314780872287,4.4389163359837935,1.7107762893875955,yes,yes,0.9259999999999999,78.86,16.310389999999998,13.41344,63825.657479999994,17.0,0.993544801844942,1.0,0.9217149522350424,0.92770346191081,81.405,76.34100000000001,16.92108,15.71635,13.46054,13.362570000000002,50590.34292927701,77338.34193711884,19.0,19.86,23.72881356,96.07597,95.97922,56.126000000000005,68.186,No Information,No Information,96.02937,72.93408000000001,101.82144,98.95234,88.16739,No Information,No Information,4.96174,26.38873,15.39548775,4.72445,79745.92,87.2661,74.8821,17.105908282209004,26.12,28.7,14.198570000000002,No Information,No Information,505.3527705,478.24471739999996,502.3800319,3.8369999999999997,100.0,99.0,90.0
6952,Canada,0.08,124.0,5578.0,557802.0,55780220.0,2.0,4.0,5.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,197.0,300.0,3.0,40.0,2.0,2.0,1.0,409.16629,427.3444,-0.3262924416296604,1.11804623215917,-0.6568703495813756,2.5284683678258544,0.8342519109730016,1.4362149762275092,-0.4247525482104832,-0.0524885044562689,1.3295212406702468,3.2003666749016566,-0.7453931555747146,0.7654547455369024,0.0314813427090134,1.7107762893875955,yes,no,0.929,82.43,16.15789,13.36610479,48527.03573,14.0,0.9855929026542676,1.0,0.9215525045584152,0.935023478838588,84.391,80.447,16.66986,15.66355,13.41614,13.31281,39459.204895532974,57733.57500352735,10.0,8.387,33.18284424,100.0,100.0,60.83600000000001,69.422,No Information,No Information,100.0,No Information,100.94368,113.76286,68.92251,No Information,No Information,No Information,64.97671,21.27889391,9.87913,21134.0,91.0,No Information,14.273897077836873,26.101999999999997,25.2,No Information,No Information,No Information,520.0855209,512.0169429,517.9976609,10.691,100.0,99.0,82.0
27445,Montenegro,0.109,499.0,5100.0,510005.0,51000527.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,4.0,4.0,182.0,225.0,3.0,13.0,2.0,2.0,2.0,476.90356,533.0768400000002,-2.3835660993161785,-2.7110395522918727,-1.3057409443139285,-1.6445729244503504,-2.2148863152751384,-1.3359162028927056,-0.8942799223295635,-0.9557194859323284,0.6910043383147156,-0.1044654882702408,4.026644242332477,2.917151742106141,2.7587460577173752,3.2914826497150265,yes,no,0.8290000000000001,76.88,14.99968,11.58926489,21399.24713,48.0,0.9661920538769244,2.0,0.8142015728441213,0.8426912326354487,79.303,74.441,15.373420000000001,14.6553,10.93444252,12.29348194,17517.90711762671,25367.7874796496,6.0,9.312999999999999,28.39506173,87.96299899,98.18601054,46.483999999999995,62.778,98.97,99.23,91.618581,69.3313,100.00255,89.87782,56.08096999999999,0.90129,98.09353,No Information,109.4539,11.30071164,No Information,2077.0,71.5173,71.7128,12.350597425744837,27.557,38.6,No Information,No Information,No Information,421.0575734,429.6115428,415.1722314,13.257,100.0,94.0,No Information
37019,Singapore,0.065,702.0,5006.0,500605.0,50060504.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,185.0,318.0,3.0,120.0,1.0,2.0,1.0,637.7744,637.9599,1.2433840577946325,1.1437059118653472,2.7064544936924744,-0.4050072779327873,-1.846253651051294,-1.3359162028927056,0.1509611896022182,3.882380425526524,-3.942942557895728,-3.884698338087424,-1.8858021162894256,1.5482829689037174,-0.10682583894096,-0.6717767916423836,yes,yes,0.938,83.62,16.44088,11.62461,88155.21431,12.0,0.98523725750483,1.0,0.9308035314585692,0.9447506419071916,85.728,81.52600000000002,16.65767,16.28347,11.17682,12.1125,71387.27614451066,103421.3856924149,8.0,3.53,23.0,78.09105,85.05447,61.97,78.298,99.94237,99.91742,81.42356,No Information,100.62695,107.5746,84.79290999999998,0.85961,98.98744,2.85435,319.1484,37.13866028,10.5088,14673.0,88.1656,87.5644,12.22312632124014,22.936,24.9,14.69428,No Information,No Information,549.4647077999999,569.0077799,550.9369001,9.666,100.0,100.0,100.0
4306,Canada,0.08,124.0,5304.0,530402.0,53040210.0,2.0,1.0,5.0,1.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,2.0,5.0,188.0,300.0,3.0,33.0,2.0,2.0,1.0,477.85716,500.55119,-2.3835660993161785,2.0226679842099093,-1.3057409443139285,1.2762543138687137,4.941062924122602,-1.3359162028927056,-1.4699936601422654,-0.8951190076316736,1.4695308850985649,-3.3973457386597765,0.7273926767350429,0.0181006465050284,-0.10682583894096,-0.6717767916423836,yes,no,0.929,82.43,16.15789,13.36610479,48527.03573,14.0,0.9855929026542676,1.0,0.9215525045584152,0.935023478838588,84.391,80.447,16.66986,15.66355,13.41614,13.31281,39459.204895532974,57733.57500352735,10.0,8.387,33.18284424,100.0,100.0,60.83600000000001,69.422,No Information,No Information,100.0,No Information,100.94368,113.76286,68.92251,No Information,No Information,No Information,64.97671,21.27889391,9.87913,21134.0,91.0,No Information,14.273897077836873,26.101999999999997,25.2,No Information,No Information,No Information,520.0855209,512.0169429,517.9976609,10.691,100.0,99.0,82.0
24915,Lithuania,0.124,440.0,5055.0,505501.0,50550103.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,4.0,4.0,1.0,4.0,1.0,3.0,175.0,225.0,3.0,28.0,1.0,2.0,2.0,509.71602,472.68184,-2.3835660993161785,-1.7402166888656565,-0.9492663808927572,-1.3217786794040598,0.1558568557475506,-0.9792828512443452,-1.4699936601422654,-1.7402330024730128,-0.9098785400026091,1.1949558253846972,-1.1106199670950747,-1.5120816758936602,-1.1539202756829037,0.1300699290601639,yes,yes,0.882,75.93,16.63731,13.07721,35798.67041,35.0,1.0299156308783952,2.0,0.8941914162315672,0.868218123332033,81.37100000000002,70.294,17.07771,16.21226,13.10024,13.048,30987.276419135385,41389.08703570246,8.0,10.854,21.27659574,94.29903,97.43829842,56.538,67.74,99.86662,99.84547,95.88641947,88.18839,103.87475,108.40176,72.41745999999998,1.5566,90.75076999999999,4.00847,150.5807,4.247603028,-3.64603,2825.0,79.7226,79.8985,12.688551504697287,63.528,64.3,13.517029999999998,No Information,No Information,475.8734797,481.1911884,482.0670127,9.152,100.0,92.0,91.0
33922,Qatar,0.185,634.0,5044.0,504404.0,50440405.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0,1.0,1.0,2.0,182.0,330.0,3.0,75.0,2.0,2.0,1.0,600.70448,547.1739299999998,-1.3484112802627417,-1.4101034836479696,0.2591377027790568,1.9985312540579576,1.6536616679880662,1.607222443790682,1.3358162661239663,-0.0757917506582392,-1.3221955124945184,-0.6118103045417823,-0.05190538661444,3.6055407793274767,1.6293104439006758,1.7107762893875955,yes,yes,0.848,80.23,12.03595,9.73144,92418.23036,45.0,1.0296748037406314,2.0,0.8659822850362833,0.8410250322629229,82.01,79.142,14.09975,11.34201,11.28132,9.36681,45338.14106792162,107833.0288902143,9.0,9.922,9.756097561,76.09473255,66.24035425,56.81100000000001,94.73,96.11466,94.0699,68.15886188,60.26741,103.84244,No Information,17.86992,3.80578,96.63074,2.86383,86.54736,78.73005829,14.42274,1819.3,99.6528,99.79,13.133575184079962,24.852,12.5,12.1676,100.0,100.0,407.0917923,414.22871789999994,419.12715489999994,0.14400000000000002,100.0,96.0,96.0
8063,Canada,0.08,124.0,5688.0,568802.0,56880229.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,4.0,2.0,1.0,180.0,300.0,3.0,30.0,2.0,1.0,1.0,600.5103799999998,544.03002,-2.3835660993161785,-2.0756823829190103,-1.3057409443139285,0.5133899617789135,0.0508727512128454,-0.1386861344008554,-0.8942799223295635,0.093251866075878,4.097680485007878,-0.8273240224701081,-0.6295999704545686,0.0181006465050284,-2.3731031332784527,-0.6717767916423836,yes,no,0.929,82.43,16.15789,13.36610479,48527.03573,14.0,0.9855929026542676,1.0,0.9215525045584152,0.935023478838588,84.391,80.447,16.66986,15.66355,13.41614,13.31281,39459.204895532974,57733.57500352735,10.0,8.387,33.18284424,100.0,100.0,60.83600000000001,69.422,No Information,No Information,100.0,No Information,100.94368,113.76286,68.92251,No Information,No Information,No Information,64.97671,21.27889391,9.87913,21134.0,91.0,No Information,14.273897077836873,26.101999999999997,25.2,No Information,No Information,No Information,520.0855209,512.0169429,517.9976609,10.691,100.0,99.0,82.0
5219,Canada,0.08,124.0,5412.0,541204.0,54120402.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,3.0,2.0,2.0,186.0,300.0,3.0,40.0,2.0,2.0,1.0,485.12451,443.89394,-1.6959045463650948,-0.9552044028880388,-1.3057409443139285,-1.008898267034224,0.0713004655031746,-0.2710677657441775,0.7935301292076098,0.1655250100942147,-0.8161427816365332,-2.3936302747185665,0.7964218659094997,0.0181006465050284,-1.2230738665078904,0.8776885157958154,yes,no,0.929,82.43,16.15789,13.36610479,48527.03573,14.0,0.9855929026542676,1.0,0.9215525045584152,0.935023478838588,84.391,80.447,16.66986,15.66355,13.41614,13.31281,39459.204895532974,57733.57500352735,10.0,8.387,33.18284424,100.0,100.0,60.83600000000001,69.422,No Information,No Information,100.0,No Information,100.94368,113.76286,68.92251,No Information,No Information,No Information,64.97671,21.27889391,9.87913,21134.0,91.0,No Information,14.273897077836873,26.101999999999997,25.2,No Information,No Information,No Information,520.0855209,512.0169429,517.9976609,10.691,100.0,99.0,82.0
50400,United Arab Emirates,0.079,784.0,5295.0,529503.0,52950313.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,4.0,4.0,3.0,1.0,1.0,3.0,184.0,420.0,3.0,144.0,1.0,2.0,1.0,461.85934,468.92801,-2.0410035038248515,-1.1962841504956023,-1.3057409443139285,-2.0440221580097737,1.30888806039969,-1.3359162028927056,0.1143642098521341,1.3284010329948948,7.777109037740487,-3.6394325710684337,-1.1309793184651489,-1.5120816758936602,-1.8223684688287336,-3.0543298726723624,yes,yes,0.89,77.97,14.3441,12.11122,67462.0953,30.0,0.9306258727041724,3.0,0.8424034774782221,0.9052010073934464,79.314,77.291,14.81044081,14.11443511,11.6769,12.42786,28577.657802941496,84722.52253829598,3.0,6.546,50.0,76.02257,81.02851,52.39100000000001,93.389,99.11,99.64,78.91768,77.97610999999998,108.39706,104.94793,No Information,8.040989999999999,96.76002,No Information,160.9361,87.88936607,27.741740000000004,21286.0,98.45,98.8,12.883067300255648,25.278,13.8,24.52278,100.0,100.0,431.78176950000005,434.94725189999986,433.6368028,0.932,100.0,No Information,96.0
8644,Canada,0.08,124.0,5751.0,575102.0,57510207.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,4.0,188.0,300.0,3.0,50.0,2.0,2.0,1.0,482.50272,551.8421900000002,1.3444856572310024,1.2542038547769176,-1.3057409443139285,0.7978411548487109,-0.5666311261482925,-1.3359162028927056,-1.4699936601422654,-0.5896564582019355,-0.3377022277742447,-0.6208608950477518,1.0251376236030594,2.1697976430742667,2.7587460577173752,1.7107762893875955,yes,no,0.929,82.43,16.15789,13.36610479,48527.03573,14.0,0.9855929026542676,1.0,0.9215525045584152,0.935023478838588,84.391,80.447,16.66986,15.66355,13.41614,13.31281,39459.204895532974,57733.57500352735,10.0,8.387,33.18284424,100.0,100.0,60.83600000000001,69.422,No Information,No Information,100.0,No Information,100.94368,113.76286,68.92251,No Information,No Information,No Information,64.97671,21.27889391,9.87913,21134.0,91.0,No Information,14.273897077836873,26.101999999999997,25.2,No Information,No Information,No Information,520.0855209,512.0169429,517.9976609,10.691,100.0,99.0,82.0
14044,Finland,0.047,246.0,5052.0,505202.0,50520216.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,187.0,216.0,3.0,82.0,2.0,1.0,1.0,545.7647900000002,585.42965,1.8599793582875122,-0.0449312522145294,1.6515595730728776,2.84543883699127,1.254355180300048,2.144430061727676,-0.9638693062731012,-1.7402330024730128,-2.8315418874060483,0.3669409178858301,2.3548496840977045,0.8009288698718429,-2.303949542453465,-1.4193953783780353,yes,yes,0.938,81.91,19.39712,12.82413,48511.3978,11.0,0.9899190976379478,1.0,0.9324888493432364,0.9419849072194424,84.71799999999998,79.09100000000002,20.20295,18.62983,12.99106,12.64766,40758.7551517039,56485.02918287682,3.0,5.813,47.0,100.0,100.0,55.542,62.773,No Information,No Information,100.0,83.58174,100.15464,153.96358,88.19783000000002,0.19134,99.85605,6.89735,79.46667,6.925256627,4.48993,3224.0,88.89,87.6452,14.081805662474068,38.118,36.1,13.666879999999999,100.0,100.0,520.0787482,507.3013618,521.884563,9.585,100.0,100.0,99.0
2315,Bahrain,0.212,48.0,5133.0,513303.0,51330332.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,3.5,1.0,3.0,2.0,3.0,169.0,340.0,3.0,35.0,1.0,2.0,1.0,538.28819,675.4151,3.7436892691247583,-0.5281078536062773,-0.3726547613404719,-2.0440221580097737,-2.2148863152751384,-1.3359162028927056,0.6471596981112397,3.2684198779932827,4.545971004949548,3.2391693144982923,-0.2138626083224357,0.0181006465050284,-1.2230738665078904,-0.6717767916423836,yes,yes,0.852,77.29,16.254820000000002,9.5192,42521.70451,41.0,0.9217169324821972,4.0,0.8055118356177479,0.8739253964321699,78.423,76.436,16.6709,16.09411,9.08769,9.72027,19059.247863402637,55564.603111811884,14.0,13.368,18.75,68.06703,74.3448,44.96,87.17399999999998,99.30134,99.97614,72.34711999999998,53.66259,99.36305,98.59907,50.4819,2.7639,98.21914,2.32721,151.4049,45.16047069,-0.50331,12045.0,98.6434,98.5041,13.561317290508544,9.257,17.4,11.92315,100.0,100.0,No Information,No Information,No Information,1.081,100.0,99.0,96.0
41705,South Africa,0.406,710.0,5251.0,525103.0,52510360.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,4.0,199.0,420.0,3.0,0.0,2.0,2.0,1.0,520.65945,499.15994000000006,-1.6550665956221329,-0.7028109023796559,-1.3057409443139285,-0.4446775155822243,0.1731266783411137,-1.3359162028927056,-0.9408027474397912,-1.1163117561214824,1.1105569332233367,5.021555398466767,0.8118127197836342,-1.4531166140831226,0.5130624163337455,1.7107762893875955,yes,yes,0.7090000000000001,64.13,13.7912,10.24064634,12129.23006,115.0,0.9863821495061936,1.0,0.7020923195480617,0.7117853054209727,67.679,60.726000000000006,14.176279999999998,13.410810000000001,10.03064,10.29088,9247.750648454106,15094.546275607783,119.0,67.908,45.33333333,74.97650898,78.20732748,49.61,62.748999999999995,96.87589,93.75609,75.47826427,24.61863,100.86473000000001,104.69798,22.36603,20.30305,93.48155,6.15899,59.20454,7.213765024,3.3392,10472.0,56.1674,No Information,13.765223595311305,9.054,23.0,30.3322,No Information,No Information,No Information,No Information,No Information,10.298,89.59881999999999,No Information,No Information
27768,Morocco,0.45399999999999996,504.0,5158.0,515802.0,51580241.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,195.0,480.0,1.0,0.0,2.0,1.0,2.0,374.63557,355.4616,-0.5961387672196323,1.5244624920637857,-0.1781246830478673,-0.8671900966893236,-2.2148863152751384,0.8939557404939606,-0.930876902079648,2.2816480897662164,-1.4940295471275378,-1.8960839004740064,9.26610354563717,0.0181006465050284,2.710186119846252,2.4583948761232475,yes,yes,0.6859999999999999,76.68,13.72117,5.648,7368.360268,121.0,0.8346114320282836,5.0,0.6121883175012319,0.7335009970010642,77.895,75.423,13.28992,14.1454,4.684,6.638,2974.840633181665,11831.24156637356,70.0,31.034000000000002,18.44660194,29.08900478,35.95105301,21.469,70.139,97.4,98.04,32.39562931,50.8886,113.87658,80.2262,35.93593,7.01331,78.80116,No Information,87.46319,0.270274798,-3.07422,12289.0,64.8039,61.1112,12.978829600601394,7.308,10.0,26.80065,79.0,89.5,359.3878861,367.7273526,376.5968892,47.538000000000004,100.0,70.0,39.0
40070,Singapore,0.065,702.0,5150.0,515005.0,51500507.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,1.0,185.0,315.0,3.0,120.0,1.0,2.0,1.0,603.94803,559.23385,-0.9589715409243684,0.561635070205903,-0.2508460236943311,-0.3940700708829394,2.063525715491884,0.2389849077356587,-0.4247525482104832,1.2085199981674004,6.493471075630046,-3.6426115056787687,0.07427149422396499,0.6396153206755779,1.5733444393254583,0.963157702651944,yes,yes,0.938,83.62,16.44088,11.62461,88155.21431,12.0,0.98523725750483,1.0,0.9308035314585692,0.9447506419071916,85.728,81.52600000000002,16.65767,16.28347,11.17682,12.1125,71387.27614451066,103421.3856924149,8.0,3.53,23.0,78.09105,85.05447,61.97,78.298,99.94237,99.91742,81.42356,No Information,100.62695,107.5746,84.79290999999998,0.85961,98.98744,2.85435,319.1484,37.13866028,10.5088,14673.0,88.1656,87.5644,12.22312632124014,22.936,24.9,14.69428,No Information,No Information,549.4647077999999,569.0077799,550.9369001,9.666,100.0,100.0,100.0
35516,Russia,0.225,643.0,5282.0,528203.0,52820331.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,2.0,1.0,1.0,173.0,200.0,3.0,15.0,2.0,2.0,2.0,517.149,537.29222,-1.4096313629589468,-0.1090985961573052,-1.3057409443139285,-2.0440221580097737,2.45407704607384,-1.3359162028927056,-1.4699936601422654,0.0200814434606183,4.368411988924355,-3.386571003227308,-0.5841779206650881,2.1697976430742667,-0.6929328550120336,0.1613109819493966,yes,yes,0.8240000000000001,72.58,15.02735,12.17244258,26157.04711,49.0,1.006650897173894,1.0,0.8229071431790637,0.8174702327185336,77.785,67.148,15.25936,14.80511,11.9142,12.0751,19693.995090096392,33639.83834248904,17.0,20.699,16.4516129,96.31389491,95.72820449,54.822,70.248,99.74909,99.64997,95.925678,86.78778,102.58246,103.38481,81.90930999999998,2.78226,97.72145,3.74303,49.07407,7.97996776,3.29558,24551.0,80.8647,80.0784,12.644806276281304,40.139,71.2,21.25883,No Information,No Information,478.5019341,487.78653909999997,477.71768,5.35,100.0,76.0,61.0
36344,Russia,0.225,643.0,5242.0,524204.0,52420416.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,5.0,170.0,200.0,3.0,13.0,1.0,2.0,1.0,541.14596,598.4262200000002,0.4896993570324199,-0.6861018862967093,-0.9492663808927572,-0.949722022282085,-2.2148863152751384,-1.3359162028927056,-1.4699936601422654,-0.9612175025233308,-2.9423410582359333,0.3942341985410016,0.7444496409121878,-0.8316019399125731,-0.073044599737328,0.1613109819493966,yes,yes,0.8240000000000001,72.58,15.02735,12.17244258,26157.04711,49.0,1.006650897173894,1.0,0.8229071431790637,0.8174702327185336,77.785,67.148,15.25936,14.80511,11.9142,12.0751,19693.995090096392,33639.83834248904,17.0,20.699,16.4516129,96.31389491,95.72820449,54.822,70.248,99.74909,99.64997,95.925678,86.78778,102.58246,103.38481,81.90930999999998,2.78226,97.72145,3.74303,49.07407,7.97996776,3.29558,24551.0,80.8647,80.0784,12.644806276281304,40.139,71.2,21.25883,No Information,No Information,478.5019341,487.78653909999997,477.71768,5.35,100.0,76.0,61.0
24146,Lithuania,0.124,440.0,5222.0,522202.0,52220211.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,170.0,270.0,3.0,43.0,2.0,2.0,1.0,594.7606599999998,583.30593,-0.9819063276104468,-1.583922584871172,-0.1249272829257359,-2.0440221580097737,-0.9490217562558402,-0.2093070709197382,-0.930876902079648,-1.4814775052549525,-0.0267041688566988,-2.1267264553031997,-0.6335475760989394,0.7064896837263648,1.043203427829602,0.1613109819493966,yes,yes,0.882,75.93,16.63731,13.07721,35798.67041,35.0,1.0299156308783952,2.0,0.8941914162315672,0.868218123332033,81.37100000000002,70.294,17.07771,16.21226,13.10024,13.048,30987.276419135385,41389.08703570246,8.0,10.854,21.27659574,94.29903,97.43829842,56.538,67.74,99.86662,99.84547,95.88641947,88.18839,103.87475,108.40176000000001,72.41745999999999,1.5566,90.75076999999999,4.00847,150.5807,4.247603028,-3.64603,2825.0,79.7226,79.8985,12.688551504697287,63.528,64.3,13.517029999999998,No Information,No Information,475.8734797,481.1911884,482.0670127,9.152,100.0,92.0,91.0
