,Country,Gender Inequality Index,IDCNTRY,IDSCHOOL,IDCLASS,IDSTUD,sex of student,how often student speak the language of the test at home,amount of books at home,computer or tablet at home,study desk at home,own room at home,internet connection at home,how often student is tired,how often student is hungry,how often student works on his/her own in math,how often conduct experiments in science,economic disadvantage,immediate area of school location,instructional days per year,total instructional time minutes,instructional days in 1 calender week,total number computers,existing science laboratory,books with different titles,access to digital learning resources,math,science,math_interest,math_perception,math_teacher,science_interest,science_perception,science_teacher,belong,bully,shortage,primary_compedency,school_problem,teacher_support,parents_support,student_motivation,grade_4,grade_8,Human Development Index (HDI),Life expectancy at birth,Expected years of schooling,Mean years of schooling,Gross national income (GNI) per capita,HDI rank,Gender Development Index,GDI Group,HDI Female,HDI Male,Life expectancy at birth Female,Life expectancy at birth Male,Expected years of schooling Female,Expected years of schooling Male,Mean years of schooling Female,Mean years of schooling Male,Estimated  gross national income per capita,GNI Male,Maternal mortality ratio,Adolescent birth rate,Share of seats in parliament held by women,Share at least some secondary education Female,Share at least some secondary education Male,Labour force participation rate Female,Labour force participation rate Male,Youth literacy rate Female,Youth literacy rate Male,Population with at least some secondary education,Pre-primary,Primary,Secondary,Tertiary,Primary school dropout rate,Lower secondary retention,Government expenditure on education,Exports and imports,Stock of immigrants,International student mobility,International inbound tourists,Share of internet users,Share of female internet users,Lost health expectancy,"Physicians per 10,000 people","Hospital beds per 10,000 people","Pupil–teacher ratio, primary school",Primary schools with access to the Internet,Secondary schools with access to the Internet,PISA Reading,PISA Math,PISA Science,Share of vulnerable employment,Share of rural population with access to electricity,Share of population with safe drinking water,Share of population with sanitation services
54102,United Arab Emirates,0.079,784.0,5536.0,553602.0,55360216.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,183.0,435.0,3.0,30.0,1.0,2.0,2.0,580.24738,617.90635,-0.6294449258533966,-2.015785858518226,2.3499799302713043,-2.0440221580097737,-2.2148863152751384,-0.9792828512443452,0.2440523290819571,-1.7402330024730128,3.870425172528415,-3.640208561008284,-1.8858021162894256,-0.7647275768617859,-1.8223684688287336,-3.0543298726723624,yes,yes,0.89,77.97,14.3441,12.11122,67462.0953,30.0,0.9306258727041724,3.0,0.8424034774782221,0.9052010073934464,79.314,77.291,14.81044081,14.11443511,11.6769,12.42786,28577.657802941496,84722.52253829598,3.0,6.546,50.0,76.02257,81.02851,52.39100000000001,93.389,99.11,99.64,78.91768,77.97610999999998,108.39706,104.94793,No Information,8.040989999999999,96.76002,No Information,160.9361,87.88936607,27.741740000000004,21286.0,98.45,98.8,12.883067300255648,25.278,13.8,24.52278,100.0,100.0,431.78176950000005,434.94725189999986,433.6368028,0.932,100.0,No Information,96.0
11522,Denmark,0.038,208.0,5014.0,501405.0,50140513.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,200.0,315.0,3.0,56.0,1.0,2.0,1.0,477.13318,485.24693,-1.6909738757540689,-0.8318649857243244,-0.9492663808927572,-1.2834511851474932,-0.7382322496867428,-0.3336841884593441,-1.4699936601422654,0.0337287380403963,0.7496177748606913,0.8516166783714627,2.017917076513178,0.7064896837263648,1.043203427829602,0.963157702651944,yes,no,0.94,80.9,18.893420000000003,12.61380326,58661.870839999996,10.0,0.9825656024202176,1.0,0.9310091587903512,0.9475287517669309,82.865,78.946,19.55325,18.254089999999998,12.83248399,12.39449532,49296.295142568866,68133.62253042428,4.0,4.123,39.10614525,91.15191999999999,90.88383,58.248000000000005,66.285,No Information,No Information,90.94939381,95.91547,101.26809,129.07748,80.61601999999999,0.22989,99.70299,7.63485,105.0017,12.52414293,9.05599,12749.0,97.6443,97.4618,13.81837636081239,40.099000000000004,26.0,10.73738,100.0,100.0,501.12993370000004,509.3983746,492.6370334,4.895,100.0,97.0,95.0
17813,Georgia,0.331,268.0,5128.0,512807.0,51280705.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,1.0,1.0,174.0,240.0,3.0,65.0,1.0,2.0,1.0,415.5119,372.88395,-0.8370849961466513,2.0226679842099093,-1.3057409443139285,-0.4050072779327873,2.0843224971309127,2.144430061727676,-0.8942799223295635,-1.7402330024730128,-4.318143116524852,-3.884698338087424,9.036210410350831,0.0181006465050284,1.6087167909468132,0.9089295686850484,yes,yes,0.812,73.77,15.27506,13.13296,14428.79984,63.0,0.9795443902116028,1.0,0.8000559453284734,0.816763337448795,78.14,69.34899999999999,15.53048,15.04899,13.16372,13.09626,9475.46215876198,19863.70014129176,25.0,46.408,14.76510067,97.22793,98.55128227,57.423,80.84100000000002,99.49365,99.76825,97.95188,No Information,98.63084,105.97872,63.9155,1.04408,98.39146,3.84974,116.8685,1.977474282,-2.31819,4757.0,63.9686,62.583,12.143258429300586,71.20100000000001,28.9,8.98194,100.0,100.0,379.75254060000003,397.58635530000004,382.6636063,49.084,100.0,80.0,27.0
29340,Norway,0.045,578.0,5147.0,514703.0,51470308.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,2.0,3.0,2.0,4.0,199.0,336.0,3.0,80.0,1.0,2.0,1.0,520.34883,468.82386,3.107295195891043,2.3647338365781905,-0.0307089675632169,3.330774445158108,1.7769500781200804,-0.2093070709197382,-0.9638693062731012,-1.7402330024730128,-0.6191519216030558,3.243952393958333,2.0016726785986134,1.3869694197074522,1.043203427829602,0.9089295686850484,yes,yes,0.957,82.4,18.06615,12.89775,66494.25217,1.0,0.9899386579617452,1.0,0.9489563520145096,0.9586011662261812,84.37700000000002,80.447,18.75945,17.41359,12.977,12.81661,58548.43907513327,74279.89501600878,2.0,5.141,40.82840237,95.3928,94.8599762,60.37,67.192,No Information,No Information,94.92075574,95.36525,100.26021,116.87442,81.99235,0.8978,98.7565,7.9761,72.1465,16.13288846,-3.07912,5688.0,96.4917,97.0,14.555448508578761,29.164,35.3,8.59418,100.0,100.0,499.45095630000003,500.96378849999996,490.4131494,4.9060000000000015,100.0,98.0,76.0
27683,Morocco,0.45399999999999996,504.0,5083.0,508303.0,50830330.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,161.0,270.0,1.0,0.0,2.0,1.0,1.0,434.4704200000001,478.75634,-2.3835660993161785,-1.497060936533276,-1.3057409443139285,-2.0440221580097737,-1.1089883226036068,-0.6277011173925383,-1.4699936601422654,1.9435715073025988,-2.8036915738091785,1.4015823396549645,-0.2751872879540906,0.7064896837263648,2.1034854508213154,-0.6717767916423836,yes,yes,0.6859999999999999,76.68,13.72117,5.648,7368.360268,121.0,0.8346114320282836,5.0,0.6121883175012319,0.7335009970010642,77.895,75.423,13.28992,14.1454,4.684,6.638,2974.840633181665,11831.24156637356,70.0,31.034000000000002,18.44660194,29.08900478,35.95105301,21.469,70.139,97.4,98.04,32.39562931,50.8886,113.87658,80.2262,35.93593,7.01331,78.80116,No Information,87.46319,0.270274798,-3.07422,12289.0,64.8039,61.1112,12.978829600601394,7.308,10.0,26.80065,79.0,89.5,359.3878861,367.7273526,376.5968892,47.538000000000004,100.0,70.0,39.0
18959,Hong Kong,,344.0,5081.0,508105.0,50810520.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,4.0,4.0,1.0,190.0,305.0,3.0,100.0,2.0,2.0,1.0,617.44258,588.54522,0.7156498783335278,-1.1287386808538729,2.3499799302713043,-2.0440221580097737,0.3827943001911274,2.719407787993794,0.6801521023046926,-1.130133872322733,3.555314139345938,-0.1387886977837731,0.5956417948151944,0.7064896837263648,-0.0376722481159733,0.1613109819493966,yes,yes,0.949,84.86,16.929470000000002,12.27996,62984.76553,4.0,0.9723231390489696,2.0,0.9328290182028116,0.9593816918881646,87.74700000000001,81.971,17.145429999999998,16.75865,11.90943,12.74265,45960.599336583655,82992.88075474798,No Information,2.705,No Information,77.0914338,82.9151,53.984,67.507,No Information,No Information,79.40018,106.40481,108.61766999999999,107.48978999999999,76.92223,1.30122,98.97154,3.32259,352.8222,39.56687825,-0.69727,29263.0,89.4159,88.0177,No Information,No Information,No Information,13.347879999999998,99.2,95.2,524.2831172,551.1542742,516.6861296,5.7170000000000005,100.0,No Information,No Information
27413,Montenegro,0.109,499.0,5077.0,507706.0,50770602.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,4.0,2.0,180.0,225.0,3.0,35.0,2.0,2.0,2.0,492.25721,485.11232,-2.3835660993161785,-2.7110395522918727,-0.2363172540504151,-2.0440221580097737,-2.2148863152751384,-0.2660161479476235,-0.930876902079648,-1.7402330024730128,3.3109294700886327,5.0529483394904045,-0.4497013759307243,0.0260099477452774,0.4011304071833114,0.2155391159162924,yes,no,0.8290000000000001,76.88,14.99968,11.58926489,21399.24713,48.0,0.9661920538769244,2.0,0.8142015728441213,0.8426912326354487,79.303,74.441,15.373420000000001,14.6553,10.93444252,12.29348194,17517.90711762671,25367.7874796496,6.0,9.312999999999999,28.39506173,87.96299899,98.18601054,46.483999999999995,62.778,98.97,99.23,91.618581,69.3313,100.00255,89.87782,56.08096999999999,0.90129,98.09353,No Information,109.4539,11.30071164,No Information,2077.0,71.5173,71.7128,12.350597425744837,27.557,38.6,No Information,No Information,No Information,421.0575734,429.6115428,415.1722314,13.257,100.0,94.0,No Information
55277,United Arab Emirates,0.079,784.0,5619.0,561901.0,56190119.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,180.0,320.0,3.0,65.0,1.0,2.0,1.0,606.59772,586.33212,-1.5255098027683425,0.1618635333464538,0.0420123730832468,-0.9513455712917832,-1.829337793470824,-1.3359162028927056,-0.3547279675640542,-1.4787284969594514,-1.9198984212767995,-3.884698338087424,-1.549237907494326,-2.098122225729269,-3.4893511608453824,-3.0543298726723624,yes,yes,0.89,77.97,14.3441,12.11122,67462.0953,30.0,0.9306258727041724,3.0,0.8424034774782221,0.9052010073934464,79.314,77.291,14.81044081,14.11443511,11.6769,12.42786,28577.657802941496,84722.52253829598,3.0,6.546,50.0,76.02257,81.02851,52.39100000000001,93.389,99.11,99.64,78.91768,77.97610999999998,108.39706,104.94793,No Information,8.040989999999999,96.76002,No Information,160.9361,87.88936607,27.741740000000004,21286.0,98.45,98.8,12.883067300255648,25.278,13.8,24.52278,100.0,100.0,431.78176950000005,434.94725189999986,433.6368028,0.932,100.0,No Information,96.0
5448,Canada,0.08,124.0,5430.0,543001.0,54300108.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,3.0,180.0,300.0,3.0,60.0,2.0,2.0,2.0,524.75388,494.99544,0.1436974173799354,-1.2022279930634434,-0.6568703495813756,-2.0440221580097737,-0.7516211482217487,-0.6903175401077047,-0.9638693062731012,3.2181263580723183,2.072662854630301,-2.397257108484248,-0.1352622896923001,0.0260099477452774,-0.7135265079658961,-0.6717767916423836,yes,no,0.929,82.43,16.15789,13.36610479,48527.03573,14.0,0.9855929026542676,1.0,0.9215525045584152,0.935023478838588,84.391,80.447,16.66986,15.66355,13.41614,13.31281,39459.204895532974,57733.57500352735,10.0,8.387,33.18284424,100.0,100.0,60.83600000000001,69.422,No Information,No Information,100.0,No Information,100.94368,113.76286,68.92251,No Information,No Information,No Information,64.97671,21.27889391,9.87913,21134.0,91.0,No Information,14.273897077836873,26.101999999999997,25.2,No Information,No Information,No Information,520.0855209,512.0169429,517.9976609,10.691,100.0,99.0,82.0
49670,United Arab Emirates,0.079,784.0,5216.0,521602.0,52160207.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,182.0,360.0,3.0,25.0,1.0,1.0,1.0,443.81044,380.73403,-2.3835660993161785,-0.5490850774916487,-1.3057409443139285,2.664590856116809,0.8338828436243034,0.498908014580429,-1.4699936601422654,0.2622173554183475,0.9452148420685168,1.7229908889706629,-0.3759434208160103,4.286020515308564,2.1594514553965323,1.7107762893875955,yes,yes,0.89,77.97,14.3441,12.11122,67462.0953,30.0,0.9306258727041724,3.0,0.8424034774782221,0.9052010073934464,79.314,77.291,14.81044081,14.11443511,11.6769,12.42786,28577.657802941496,84722.52253829598,3.0,6.546,50.0,76.02257,81.02851,52.39100000000001,93.389,99.11,99.64,78.91768,77.97610999999998,108.39706,104.94793,No Information,8.040989999999999,96.76002,No Information,160.9361,87.88936607,27.741740000000004,21286.0,98.45,98.8,12.883067300255648,25.278,13.8,24.52278,100.0,100.0,431.78176950000005,434.94725189999986,433.6368028,0.932,100.0,No Information,96.0
1941,Bahrain,0.212,48.0,5002.0,500205.0,50020518.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,4.0,181.0,380.0,3.0,101.0,2.0,2.0,1.0,524.91265,497.93768,2.771193222713671,0.9391656110835868,2.7195161463321806,4.737845851777784,1.2060575692292173,4.206893253167337,1.7751309074597252,4.104586931698094,0.1065589361627941,-0.6078072729882124,-1.5349066061316956,2.1343235187393264,2.1240791037751783,-0.5863076047862551,yes,yes,0.852,77.29,16.254820000000002,9.5192,42521.70451,41.0,0.9217169324821972,4.0,0.8055118356177479,0.8739253964321699,78.423,76.436,16.6709,16.09411,9.08769,9.72027,19059.247863402637,55564.603111811884,14.0,13.368,18.75,68.06703,74.3448,44.96,87.17399999999998,99.30134,99.97614,72.34711999999998,53.66259,99.36305,98.59907,50.4819,2.7639,98.21914,2.32721,151.4049,45.16047069,-0.50331,12045.0,98.6434,98.5041,13.561317290508544,9.257,17.4,11.92315,100.0,100.0,No Information,No Information,No Information,1.081,100.0,99.0,96.0
40546,South Africa,0.406,710.0,5016.0,501604.0,50160437.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,4.0,1.0,1.0,4.0,4.0,204.0,330.0,3.0,0.0,2.0,1.0,2.0,316.48043,336.94255,0.5944417023775433,2.0226679842099093,-1.3057409443139285,-1.1381856743576189,-2.2148863152751384,-1.3359162028927056,-1.4699936601422654,1.0175992485702492,-1.0465411787738774,4.286139824990447,5.023085817317561,2.917151742106141,3.3448530737884505,2.512623010090143,yes,yes,0.7090000000000001,64.13,13.7912,10.24064634,12129.23006,115.0,0.9863821495061936,1.0,0.7020923195480617,0.7117853054209727,67.679,60.726000000000006,14.176279999999998,13.410810000000001,10.03064,10.29088,9247.750648454106,15094.546275607783,119.0,67.908,45.33333333,74.97650898,78.20732748,49.61,62.748999999999995,96.87589,93.75609,75.47826427,24.61863,100.86473000000001,104.69798,22.36603,20.30305,93.48155,6.15899,59.20454,7.213765024,3.3392,10472.0,56.1674,No Information,13.765223595311305,9.054,23.0,30.3322,No Information,No Information,No Information,No Information,No Information,10.298,89.59881999999999,No Information,No Information
39979,Singapore,0.065,702.0,5138.0,513805.0,51380503.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,4.0,1.0,1.0,2.0,1.0,185.0,330.0,3.0,200.0,1.0,2.0,1.0,589.12416,555.74994,-2.3835660993161785,-0.4129617548414918,-0.7291293247616428,-2.0440221580097737,0.0811775073283219,-0.7609384766265876,0.1275049233253007,1.0343499708344854,-4.318143116524852,-3.884698338087424,1.5196317901065388,0.0181006465050284,0.5130624163337455,0.1613109819493966,yes,yes,0.938,83.62,16.44088,11.62461,88155.21431,12.0,0.98523725750483,1.0,0.9308035314585692,0.9447506419071916,85.728,81.52600000000002,16.65767,16.28347,11.17682,12.1125,71387.27614451066,103421.3856924149,8.0,3.53,23.0,78.09105,85.05447,61.97,78.298,99.94237,99.91742,81.42356,No Information,100.62695,107.5746,84.79290999999998,0.85961,98.98744,2.85435,319.1484,37.13866028,10.5088,14673.0,88.1656,87.5644,12.22312632124014,22.936,24.9,14.69428,No Information,No Information,549.4647077999999,569.0077799,550.9369001,9.666,100.0,100.0,100.0
36310,Russia,0.225,643.0,5234.0,523402.0,52340230.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,204.0,225.0,1.0,11.0,2.0,2.0,1.0,613.76228,646.94065,0.1442335823822517,3.2750069872517003,1.4038320946581413,-1.6003684931141555,-0.22265285030144,-1.3359162028927056,0.18395359379567106,1.4775578124905435,-3.4531718312810447,4.7681196148688585,-1.8858021162894256,-0.0487737165457585,-0.6237792641870469,0.963157702651944,yes,yes,0.8240000000000001,72.58,15.02735,12.17244258,26157.04711,49.0,1.006650897173894,1.0,0.8229071431790637,0.8174702327185336,77.785,67.148,15.25936,14.80511,11.9142,12.0751,19693.995090096392,33639.83834248904,17.0,20.699,16.4516129,96.31389491,95.72820449,54.822,70.248,99.74909,99.64997,95.925678,86.78778,102.58246,103.38481,81.90930999999998,2.78226,97.72145,3.74303,49.07407,7.97996776,3.29558,24551.0,80.8647,80.0784,12.644806276281304,40.139,71.2,21.25883,No Information,No Information,478.5019341,487.78653909999997,477.71768,5.35,100.0,76.0,61.0
57429,United States,0.204,840.0,5006.0,500607.0,50060713.0,2.0,2.0,5.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,180.0,390.0,3.0,150.0,2.0,1.0,1.0,519.33289,524.7104400000002,2.874752045387704,2.46556860451743,-1.3057409443139285,-1.7996293592014967,-0.3660726264174345,-0.7609384766265876,1.1596053217839164,-1.4787284969594514,0.2482040341553053,-2.643707766315775,-1.1779830459665213,2.92506104334639,1.043203427829602,2.4583948761232475,yes,yes,0.9259999999999999,78.86,16.310389999999998,13.41344,63825.657479999994,17.0,0.993544801844942,1.0,0.9217149522350424,0.92770346191081,81.405,76.34100000000001,16.92108,15.71635,13.46054,13.362570000000002,50590.34292927701,77338.34193711884,19.0,19.86,23.72881356,96.07597,95.97922,56.126000000000005,68.186,No Information,No Information,96.02937,72.93408000000001,101.82144,98.95234,88.16739,No Information,No Information,4.96174,26.38873,15.39548775,4.72445,79745.92,87.2661,74.8821,17.105908282209004,26.12,28.7,14.198570000000002,No Information,No Information,505.3527705,478.24471739999996,502.3800319,3.8369999999999997,100.0,99.0,90.0
47357,United Arab Emirates,0.079,784.0,5382.0,538208.0,53820820.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,182.0,360.0,3.0,70.0,1.0,2.0,1.0,469.98406,487.83511,0.6597272834387606,1.2981665819101966,0.0420123730832468,-1.6445729244503504,-1.0233169349907651,-1.3359162028927056,-0.930876902079648,0.0176452028892632,7.964709317055048,-3.884698338087424,1.1013732010773625,-2.880950449096084,-1.7738085309576093,0.9089295686850484,yes,yes,0.89,77.97,14.3441,12.11122,67462.0953,30.0,0.9306258727041724,3.0,0.8424034774782221,0.9052010073934464,79.314,77.291,14.81044081,14.11443511,11.6769,12.42786,28577.657802941496,84722.52253829598,3.0,6.546,50.0,76.02257,81.02851,52.39100000000001,93.389,99.11,99.64,78.91768,77.97610999999999,108.39706,104.94793,No Information,8.040989999999999,96.76002,No Information,160.9361,87.88936607,27.741740000000004,21286.0,98.45,98.8,12.883067300255648,25.278000000000002,13.8,24.522779999999997,100.0,100.0,431.78176950000005,434.9472518999999,433.6368028,0.932,100.0,No Information,96.0
8943,Chile,0.247,152.0,5085.0,508502.0,50850221.0,1.0,1.0,1.5,1.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,4.0,1.0,190.0,360.0,3.0,35.0,2.0,2.0,1.0,461.2175,417.61962,1.033058515386033,0.7923397336072269,-0.9492663808927572,0.987634281827919,1.1856147526032823,-0.9792828512443452,-0.9638693062731012,-1.7402330024730128,-2.6149427889890613,-3.3819610528321595,-2.2570569778172302,-1.3507681266973954,-3.4893511608453824,-3.0543298726723624,yes,yes,0.851,80.18,16.44755,10.58295,23261.29726,43.0,0.9627589312244506,2.0,0.8325276348416307,0.8647311469578477,82.44200000000002,77.771,16.67013,16.23049,10.47589,10.7104,16397.96495008529,30321.88498434585,13.0,41.052,22.72727273,77.77333,81.11983000000002,51.798,73.975,99.01156,99.00582,79.64660737,81.76367,101.43016,101.83142,88.46441999999998,0.45466,99.25933,5.40274,56.76179000000001,4.959846535,-0.90993,5723.0,82.3275,80.7228,13.63863310222192,25.912,20.6,17.79358,No Information,No Information,452.2725542,417.4065563,443.5825634,22.694000000000006,100.0,99.0,77.0
45053,Spain,0.07,724.0,5489.0,548902.0,54890213.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,180.0,300.0,3.0,45.0,2.0,1.0,1.0,529.06935,582.23005,-0.9976480178111355,-0.0594258191412817,-0.9492663808927572,-2.0440221580097737,-0.3523146605337303,-0.9792828512443452,-1.4699936601422654,-0.3602626758564777,-2.1558585607121548,-2.6347339904977547,-1.900133417652056,0.6985803824861158,-1.2230738665078904,-0.6717767916423836,yes,no,0.904,83.57,17.61613,10.25178,40974.52408,25.0,0.9858652738011706,1.0,0.8963267156345992,0.9091776933968466,86.24799999999998,80.82600000000002,18.01731,17.22631,10.16173,10.34807,32880.97702057912,49355.52706476316,4.0,7.725,41.85667752,75.37,80.23754,51.853,63.429,99.7439,99.6885,77.72236,92.45296,102.71029,126.0045,88.85301,0.12663,92.69784,4.20911,66.91707,13.06081318,1.1723299999999999,82773.0,86.1072,85.6031,13.829921209806066,38.723,29.7,13.13172,100.0,100.0,No Information,481.3926126,483.2520427,10.982,100.0,98.0,97.0
31118,Philippines,0.43,608.0,5030.0,503010.0,50301003.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,4.0,1.0,205.0,360.0,3.0,4.0,2.0,No Information,1.0,403.91137,360.35053,-0.474320466984759,-0.4378833463509652,0.2762158333920807,-2.0440221580097737,-1.829337793470824,-0.6926261701788201,-0.4116118347373166,2.09305737892518,2.8295163044328846,0.4555775371460361,0.6487923581049074,0.0181006465050284,-1.2230738665078904,0.1613109819493966,yes,no,0.718,71.23,13.14836,9.393091398,9777.798117,111.0,1.0069199775633195,1.0,0.7197416002012795,0.7147952332249947,75.505,67.263,13.499410000000001,12.816310000000001,9.5668,9.2162,7843.035175906852,11694.197932333278,121.0,54.153999999999996,28.04878049,75.59380536,72.38818412,46.1,73.258,99.26673,98.90415,73.22,80.69254000000001,107.50976999999999,86.16291,35.47546,7.14464,88.52068,No Information,68.6069,0.202124345,-0.23481,7168.0,60.0548,No Information,12.681717846273386,6.004,9.9,29.08352,No Information,No Information,339.6915905,352.5670677,356.9333242,32.699,92.5148,47.0,52.0
38368,Singapore,0.065,702.0,5119.0,511951.0,51195101.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,4.0,4.0,2.0,2.0,1.0,1.0,185.0,300.0,3.0,200.0,1.0,1.0,1.0,555.85103,555.52043,2.534774278630143,1.6549772284827873,3.9319367079773127,-0.0139187773481346,-1.0283197437684055,0.9238536726765576,0.2074553493318729,-1.3623251237272709,-4.318143116524852,-3.884698338087424,-1.8044761348447749,-2.1925614118747485,-3.4893511608453824,-1.4736235123449313,yes,yes,0.938,83.62,16.44088,11.62461,88155.21431,12.0,0.98523725750483,1.0,0.9308035314585692,0.9447506419071916,85.728,81.52600000000002,16.65767,16.28347,11.17682,12.1125,71387.27614451066,103421.3856924149,8.0,3.53,23.0,78.09105,85.05447,61.97,78.298,99.94237,99.91742,81.42356,No Information,100.62695,107.5746,84.79290999999998,0.85961,98.98744,2.85435,319.1484,37.13866028,10.5088,14673.0,88.1656,87.5644,12.22312632124014,22.936,24.9,14.69428,No Information,No Information,549.4647077999999,569.0077799,550.9369001,9.666,100.0,100.0,100.0
26992,Lithuania,0.124,440.0,5255.0,525504.0,52550416.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,1.0,1.0,2.0,2.0,175.0,225.0,3.0,30.0,2.0,2.0,1.0,548.66282,533.86994,-2.3835660993161785,-2.7110395522918727,-1.3057409443139285,-1.682900418706916,-1.448423013095452,-1.3359162028927056,-1.4699936601422654,-1.414966026008697,2.430638277341844,2.183802916181927,-1.4675435272602488,-2.880950449096084,-0.0376722481159733,-0.6717767916423836,yes,yes,0.882,75.93,16.63731,13.07721,35798.67041,35.0,1.0299156308783952,2.0,0.8941914162315672,0.868218123332033,81.37100000000002,70.294,17.07771,16.21226,13.10024,13.048,30987.276419135385,41389.08703570246,8.0,10.854,21.27659574,94.29903,97.43829842,56.538,67.74,99.86662,99.84547,95.88641947,88.18839,103.87475,108.40176,72.41745999999998,1.5566,90.75076999999999,4.00847,150.5807,4.247603028,-3.64603,2825.0,79.7226,79.8985,12.688551504697287,63.528,64.3,13.517029999999998,No Information,No Information,475.8734797,481.1911884,482.0670127,9.152,100.0,92.0,91.0
21736,Italy,0.069,380.0,5222.0,522204.0,52220413.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,5.0,172.0,345.0,3.0,10.0,2.0,2.0,1.0,656.16043,584.3947900000002,-2.033169654054984,-1.1669463681475991,-0.0161801979193009,0.2515028614897154,-0.3534365452528141,-0.0476717733298661,1.2789323989507038,0.2425438805089535,0.2331329319976034,3.4963493213881622,-0.3361539180286663,2.228762704884804,2.2286050462215186,1.7107762893875955,yes,yes,0.892,83.51,16.0889,10.37955,42776.35692,29.0,0.967767104697158,2.0,0.8753458332463552,0.9045005032696124,85.539,81.325,16.414479999999998,15.78341,10.17920413,10.59922043,31638.919311589947,54529.25129868711,2.0,5.24,35.26315789,75.89580065,83.35229244,40.759,58.997,99.95,99.92,79.7274824,93.95802,101.87935999999999,101.27041,61.933,0.24517,99.18309,3.8292599999999997,60.13943,10.361212599999998,1.26806,61567.2,74.3872,71.7819,14.273284335610592,39.774,31.4,11.48066,70.0,88.3,476.28467930000005,486.5898573,468.0117273,16.866,100.0,95.0,96.0
42808,South Korea,0.064,410.0,5024.0,502404.0,50240427.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,192.0,200.0,3.0,105.0,1.0,2.0,1.0,637.21614,573.8100599999998,3.2034241450312853,-1.4598796754905663,-0.9492663808927572,2.0925515420334158,-1.123780771491057,0.5745805688958663,0.2539781744421002,-0.8187865923663142,-4.112529561124452,-3.884698338087424,-2.2570569778172302,-2.880950449096084,-3.4893511608453824,-3.0543298726723624,yes,yes,0.916,83.03,16.48165,12.21376462,43043.71057,22.0,0.9361131436640374,3.0,0.8805218558850386,0.9406147770114528,85.954,79.935,15.91375,16.97458,11.4283,12.87406,27734.21594911961,58309.27944080957,11.0,1.379,16.66666667,80.43655096,95.46899485,52.892,73.102,No Information,No Information,86.04469609,94.9852,98.0886,100.33825,94.34969,0.52357,99.34073000000001,4.59437,76.7094,2.271640807,-1.10327,15347.0,95.8983,94.6165,12.771455008615133,23.608,124.3,16.28669,100.0,100.0,514.0522882,525.933002,519.0072549,19.041,100.0,98.0,100.0
